"loyalty_number","country","province","city","postal_code","gender","education","salary","marital_status","loyalty_card","clv","enrollment_type","enrollment_year","enrollment_month","cancellation_year","cancellation_month"
272114,"Canada","British Columbia","Whistler","V6T 1Y8","Male","Bachelor",51337,"Married","Star",2689.17,"Standard",2018,8,0,0
634850,"Canada","Ontario","Sudbury","M5V 1G5","Female","Bachelor",95798,"Divorced","Star",2690.07,"Standard",2015,12,0,0
214504,"Canada","Quebec","Tremblant","H5Y 2S9","Male","Bachelor",75856,"Married","Star",2690.48,"Standard",2013,12,0,0
489391,"Canada","Ontario","Kingston","M9K 2P4","Male","Bachelor",78616,"Married","Star",5935.82,"2018 Promotion",2018,3,0,0
471015,"Canada","Ontario","Toronto","M1R 4K3","Male","Bachelor",75107,"Married","Star",6323.92,"2018 Promotion",2018,3,0,0
370093,"Canada","Manitoba","Winnipeg","R6Y 4T5","Female","Bachelor",91989,"Divorced","Star",2691.22,"Standard",2014,2,0,0
968943,"Canada","Quebec","Montreal","H3T 8L4","Female","Bachelor",91989,"Divorced","Star",2691.22,"Standard",2014,12,0,0
184090,"Canada","British Columbia","Kelowna","V09 2E9","Male","Master",108324,"Married","Star",2691.38,"Standard",2017,8,0,0
867056,"Canada","Ontario","Toronto","M8Y 4K8","Male","Master",108324,"Married","Star",2691.38,"Standard",2015,7,0,0
316666,"Canada","Ontario","Toronto","M2M 7K8","Female","Bachelor",88552,"Married","Star",2691.57,"Standard",2018,5,0,0
346678,"Canada","Alberta","Edmonton","T9G 1W3","Female","Bachelor",88552,"Married","Star",2691.57,"Standard",2012,6,0,0
118729,"Canada","Quebec","Tremblant","H5Y 2S9","Male","Bachelor",56130,"Married","Star",2691.6,"Standard",2017,9,5,5
465891,"Canada","Quebec","Montreal","H2T 9K8","Male","Bachelor",82198,"Married","Aurora",8657.97,"Standard",2017,9,0,0
380247,"Canada","Manitoba","Winnipeg","R2C 0M5","Female","Bachelor",77615,"Married","Aurora",8658.86,"Standard",2012,7,0,0
662380,"Canada","Nova Scotia","Halifax","B3J 9S2","Female","Bachelor",77615,"Married","Aurora",8658.86,"Standard",2014,8,0,0
753814,"Canada","Ontario","Kingston","M9K 2P4","Male","Bachelor",77615,"Married","Aurora",8658.86,"Standard",2015,7,0,0
917585,"Canada","Saskatchewan","Regina","S6J 3G0","Female","Bachelor",77615,"Married","Aurora",8658.86,"Standard",2018,6,0,0
294278,"Canada","British Columbia","West Vancouver","V6V 8Z3","Male","Bachelor",94449,"Single","Aurora",8661.74,"Standard",2013,5,6,6
496686,"Canada","Ontario","Toronto","M2M 7K8","Male","Bachelor",81492,"Married","Aurora",8663.36,"Standard",2017,3,11,11
544493,"Canada","Manitoba","Winnipeg","R2C 0M5","Female","Bachelor",53287,"Married","Aurora",8663.92,"Standard",2012,11,0,0
919055,"Canada","Quebec","Montreal","H2Y 2W2","Male","Bachelor",53287,"Married","Aurora",8663.92,"Standard",2018,10,0,0
290638,"Canada","Ontario","Toronto","M1R 4K3","Male","Bachelor",48405,"Divorced","Aurora",8672.19,"Standard",2017,5,0,0
632556,"Canada","Alberta","Banff","T4V 1D4","Male","Bachelor",48405,"Divorced","Aurora",8672.19,"Standard",2015,9,0,0
815541,"Canada","Saskatchewan","Regina","S1J 3C5","Female","Bachelor",80153,"Married","Aurora",8675.99,"Standard",2016,11,0,0
840120,"Canada","Nova Scotia","Halifax","B3J 9S2","Female","Bachelor",80153,"Married","Aurora",8675.99,"Standard",2014,11,0,0
316633,"Canada","New Brunswick","Moncton","E1A 2A7","Female","Bachelor",56130,"Married","Star",2691.6,"Standard",2017,9,0,0
605926,"Canada","British Columbia","Whistler","V6T 1Y8","Female","Bachelor",57022,"Married","Star",2691.7,"Standard",2013,12,0,0
934212,"Canada","Quebec","Montreal","H2T 9K8","Female","Bachelor",57022,"Married","Star",2691.7,"Standard",2012,10,0,0
234454,"Canada","Ontario","Toronto","M2Z 4K1","Female","Bachelor",99662,"Single","Star",2692.06,"Standard",2018,8,0,0
624621,"Canada","British Columbia","Dawson Creek","U5I 4F1","Female","Bachelor",99662,"Single","Star",2692.06,"Standard",2012,5,0,0
298327,"Canada","British Columbia","Whistler","V6T 1Y8","Male","Bachelor",78507,"Single","Star",2693.53,"Standard",2016,2,0,0
405442,"Canada","Quebec","Montreal","H2Y 2W2","Female","Bachelor",78507,"Single","Star",2693.53,"Standard",2012,5,0,0
275846,"Canada","Ontario","Toronto","M2Z 4K1","Female","Bachelor",48073,"Divorced","Star",6874.33,"2018 Promotion",2018,3,0,0
723591,"Canada","Saskatchewan","Regina","S1J 3C5","Female","Bachelor",53155,"Married","Star",2693.66,"Standard",2014,10,0,0
125969,"Canada","British Columbia","West Vancouver","V6V 8Z3","Male","Bachelor",51476,"Married","Star",2694.6,"Standard",2016,8,0,0
776139,"Canada","Quebec","Montreal","H2T 2J6","Female","Bachelor",51476,"Married","Star",2694.6,"Standard",2012,9,0,0
827546,"Canada","Ontario","Toronto","M1R 4K3","Female","Bachelor",55849,"Divorced","Star",2695.18,"Standard",2014,10,0,0
834120,"Canada","Alberta","Banff","T4V 1D4","Female","Bachelor",55849,"Divorced","Star",2695.18,"Standard",2012,10,0,0
203773,"Canada","Ontario","Toronto","M2M 7K8","Male","Bachelor",50598,"Married","Star",2695.96,"Standard",2018,5,0,0
366599,"Canada","Ontario","Toronto","M1R 4K3","Female","Bachelor",-9081,"Married","Star",6915.73,"2018 Promotion",2018,4,0,0
478107,"Canada","Ontario","Trenton","K8V 4B2","Male","Bachelor",76150,"Married","Star",2697.33,"Standard",2017,10,0,0
684081,"Canada","British Columbia","Vancouver","V6E 3Z3","Male","Bachelor",76150,"Married","Star",2697.33,"Standard",2018,9,0,0
298343,"Canada","Quebec","Tremblant","H5Y 2S9","Female","Bachelor",101715,"Married","Star",2698.01,"Standard",2014,9,0,0
480239,"Canada","New Brunswick","Fredericton","E3B 2H2","Male","Bachelor",101715,"Married","Star",2698.01,"Standard",2013,5,0,0
234895,"Canada","Ontario","Thunder Bay","K8T 5M5","Male","Bachelor",61289,"Married","Star",2698.05,"Standard",2017,8,0,0
262176,"Canada","Ontario","Trenton","K8V 4B2","Male","Bachelor",96935,"Single","Star",2698.36,"Standard",2012,12,0,0
266148,"Canada","British Columbia","Vancouver","V6E 3D9","Male","Bachelor",96935,"Single","Star",2698.36,"Standard",2017,5,0,0
678454,"Canada","Ontario","Thunder Bay","K8T 5M5","Female","Bachelor",87538,"Married","Star",2698.69,"Standard",2013,4,0,0
920840,"Canada","Ontario","Thunder Bay","K8T 5M5","Male","Bachelor",97297,"Single","Star",2700.68,"Standard",2013,9,0,0
565242,"Canada","British Columbia","Vancouver","V5R 1W3","Male","Bachelor",89929,"Married","Star",2700.99,"Standard",2018,1,0,0
838482,"Canada","Ontario","Toronto","P1W 1K4","Male","Bachelor",89929,"Married","Star",2700.99,"Standard",2014,10,0,0
127410,"Canada","Alberta","Edmonton","T9G 1W3","Female","Bachelor",87747,"Married","Star",2701.49,"Standard",2016,7,0,0
382983,"Canada","Ontario","Toronto","M2M 7K8","Male","Bachelor",87747,"Married","Star",2701.49,"Standard",2018,12,0,0
116703,"Canada","British Columbia","Vancouver","V5R 1W3","Male","Bachelor",65838,"Married","Star",2702.38,"Standard",2014,5,0,0
388777,"Canada","Ontario","Toronto","P1L 8X8","Female","Bachelor",65838,"Married","Star",2702.38,"Standard",2016,7,0,0
177814,"Canada","British Columbia","Whistler","V6T 1Y8","Male","Bachelor",77543,"Married","Aurora",8678.51,"Standard",2018,9,0,0
817822,"Canada","Quebec","Quebec City","G1B 3L5","Male","High School or Below",40070,"Married","Aurora",8682.23,"Standard",2014,1,0,0
636293,"Canada","Manitoba","Winnipeg","R2C 0M5","Female","Bachelor",55312,"Divorced","Aurora",8692.28,"Standard",2012,6,0,0
210205,"Canada","Ontario","Toronto","P1J 8T7","Male","Bachelor",103449,"Divorced","Aurora",8692.64,"Standard",2015,9,0,0
262336,"Canada","Quebec","Montreal","H4G 3T4","Male","Bachelor",96516,"Married","Aurora",8693.65,"Standard",2013,5,0,0
583718,"Canada","British Columbia","Vancouver","V6E 3D9","Female","Bachelor",98806,"Married","Aurora",8696.91,"Standard",2017,9,0,0
927887,"Canada","Quebec","Tremblant","H5Y 2S9","Female","Bachelor",59766,"Married","Aurora",8704.28,"Standard",2015,12,0,0
632816,"Canada","Quebec","Tremblant","H5Y 2S9","Female","Bachelor",94241,"Married","Aurora",8709.85,"Standard",2014,7,4,4
281032,"Canada","British Columbia","Vancouver","V5R 1W3","Female","Bachelor",99671,"Married","Aurora",8711.3,"Standard",2015,6,1,1
597156,"Canada","British Columbia","Vancouver","V6E 3D9","Female","Bachelor",85447,"Married","Nova",5639.94,"2018 Promotion",2018,2,0,0
216661,"Canada","British Columbia","Whistler","V6T 1Y8","Female","Bachelor",40125,"Single","Nova",5647.15,"2018 Promotion",2018,4,0,0
203033,"Canada","Quebec","Montreal","H2Y 4R4","Male","Bachelor",93261,"Married","Aurora",8717.05,"Standard",2016,3,0,0
427036,"Canada","Alberta","Edmonton","T9G 1W3","Female","Bachelor",93261,"Married","Aurora",8717.05,"Standard",2013,5,0,0
549982,"Canada","British Columbia","West Vancouver","V6V 8Z3","Male","Bachelor",93261,"Married","Aurora",8717.05,"Standard",2017,2,0,0
857949,"Canada","Manitoba","Winnipeg","R2C 0M5","Female","Bachelor",93261,"Married","Aurora",8717.05,"Standard",2014,8,4,4
184735,"Canada","Alberta","Edmonton","T9G 1W3","Female","Bachelor",93159,"Married","Aurora",8717.78,"Standard",2013,3,0,0
298712,"Canada","Ontario","Toronto","M2M 7K8","Female","Bachelor",93159,"Married","Aurora",8717.78,"Standard",2017,7,0,0
536485,"Canada","Ontario","Thunder Bay","K8T 5M5","Female","Doctor",204125,"Married","Star",2702.69,"Standard",2012,7,0,0
650377,"Canada","Quebec","Montreal","H3T 8L4","Male","Master",115412,"Married","Star",2704.54,"Standard",2013,9,0,0
832046,"Canada","Manitoba","Winnipeg","R6Y 4T5","Male","Master",115412,"Married","Star",2704.54,"Standard",2018,5,0,0
131558,"Canada","New Brunswick","Moncton","E1A 2A7","Male","High School or Below",65871,"Divorced","Star",2706.61,"Standard",2017,5,0,0
680304,"Canada","Quebec","Tremblant","H5Y 2S9","Female","High School or Below",65871,"Divorced","Star",2706.61,"Standard",2016,11,7,7
454356,"Canada","British Columbia","Vancouver","V1E 4R6","Female","Bachelor",91168,"Married","Star",2707.21,"Standard",2018,6,0,0
589394,"Canada","Ontario","Toronto","M8Y 4K8","Female","Bachelor",91168,"Married","Star",2707.21,"Standard",2012,12,0,0
487823,"Canada","Ontario","Ottawa","K1F 2R2","Female","Bachelor",69559,"Married","Star",2707.43,"Standard",2016,3,5,5
790813,"Canada","Ontario","Thunder Bay","K8T 5M5","Male","Bachelor",71280,"Divorced","Star",2708.02,"Standard",2013,10,0,0
416216,"Canada","Ontario","Toronto","P1W 1K4","Male","Bachelor",74954,"Married","Star",2709.54,"Standard",2012,5,0,0
667901,"Canada","British Columbia","Vancouver","V5R 1W3","Female","Bachelor",74954,"Married","Star",2709.54,"Standard",2016,6,0,0
733350,"Canada","New Brunswick","Moncton","E1A 2A7","Male","Bachelor",55321,"Married","Star",2710.81,"Standard",2012,11,0,0
931622,"Canada","Quebec","Tremblant","H5Y 2S9","Male","Bachelor",55321,"Married","Star",2710.81,"Standard",2017,11,0,0
488811,"Canada","Ontario","Sudbury","M5V 1G5","Male","Bachelor",28568,"Married","Star",7050.97,"2018 Promotion",2018,3,0,0
595236,"Canada","Quebec","Montreal","H2Y 2W2","Female","Bachelor",60897,"Married","Star",2712.83,"Standard",2018,5,0,0
275244,"Canada","Ontario","Toronto","M2P 4F6","Female","Bachelor",74720,"Single","Star",2712.92,"Standard",2014,6,0,0
604328,"Canada","Ontario","Toronto","P1J 8T7","Female","Bachelor",54982,"Single","Star",2713.37,"Standard",2018,12,0,0
697917,"Canada","British Columbia","Vancouver","V1E 4R6","Female","Bachelor",54982,"Single","Star",2713.37,"Standard",2018,9,0,0
628130,"Canada","British Columbia","Vancouver","V6E 3D9","Female","Bachelor",96700,"Married","Star",2714.65,"Standard",2015,4,0,0
854998,"Canada","Ontario","Trenton","K8V 4B2","Female","Bachelor",96700,"Married","Star",2714.65,"Standard",2017,4,0,0
118628,"Canada","Ontario","Sudbury","M5V 1G5","Female","High School or Below",62006,"Married","Star",2715.69,"Standard",2016,9,0,0
449441,"Canada","Ontario","Toronto","P1J 8T7","Male","High School or Below",83867,"Divorced","Star",7142.55,"2018 Promotion",2018,2,0,0
453448,"Canada","British Columbia","Whistler","V6T 1Y8","Male","Bachelor",50698,"Divorced","Aurora",8722.9,"Standard",2017,11,0,0
608159,"Canada","Manitoba","Winnipeg","R2C 0M5","Male","Bachelor",56267,"Married","Aurora",8723.67,"Standard",2017,2,0,0
416940,"Canada","Ontario","Toronto","M2M 7K8","Male","Bachelor",92796,"Divorced","Aurora",8733.53,"Standard",2013,10,9,9
455068,"Canada","Alberta","Edmonton","T9G 1W3","Female","Bachelor",76749,"Married","Aurora",8737.84,"Standard",2015,4,0,0
136334,"Canada","Quebec","Montreal","H2Y 2W2","Female","Bachelor",80541,"Married","Star",2717.78,"Standard",2016,4,0,0
479359,"Canada","Manitoba","Winnipeg","R2C 0M5","Male","Bachelor",80541,"Married","Star",2717.78,"Standard",2012,10,0,0
169137,"Canada","Quebec","Hull","J8Y 3Z5","Female","Bachelor",53866,"Married","Star",2718.38,"Standard",2017,1,0,0
184306,"Canada","British Columbia","Vancouver","V6E 3Z3","Male","Bachelor",53866,"Married","Star",2718.38,"Standard",2012,12,0,0
708343,"Canada","Newfoundland","St. John's","A1C 6H9","Female","Bachelor",91763,"Married","Star",2719.26,"Standard",2014,10,0,0
746377,"Canada","Quebec","Quebec City","G1B 3L5","Male","Bachelor",91763,"Married","Star",2719.26,"Standard",2018,7,0,0
588445,"Canada","British Columbia","Whistler","V6T 1Y8","Female","Bachelor",59496,"Divorced","Star",2719.43,"Standard",2014,1,0,0
975412,"Canada","Quebec","Montreal","H2Y 2W2","Female","Bachelor",59496,"Divorced","Star",2719.43,"Standard",2016,12,0,0
129171,"Canada","Newfoundland","St. John's","A1C 6H9","Male","Master",82940,"Married","Star",2719.51,"Standard",2018,7,0,0
274410,"Canada","Quebec","Montreal","H2Y 4R4","Male","Master",82940,"Married","Star",2719.51,"Standard",2017,9,0,0
277587,"Canada","Manitoba","Winnipeg","R2C 0M5","Female","Master",82940,"Married","Star",2719.51,"Standard",2017,5,0,0
389429,"Canada","British Columbia","Vancouver","V5R 1W3","Male","Master",82940,"Married","Star",2719.51,"Standard",2016,8,0,0
600302,"Canada","British Columbia","Whistler","V6T 1Y8","Female","Master",82940,"Married","Star",2719.51,"Standard",2017,2,0,0
786966,"Canada","British Columbia","Vancouver","V6E 3Z3","Male","Master",82940,"Married","Star",2719.51,"Standard",2017,3,11,11
795155,"Canada","Prince Edward Island","Charlottetown","C1A 6E8","Female","Master",82940,"Married","Star",2719.51,"Standard",2018,11,0,0
836713,"Canada","Quebec","Quebec City","G1B 3L5","Male","Master",82940,"Married","Star",2719.51,"Standard",2014,12,0,0
919117,"Canada","Ontario","Toronto","P1L 8X8","Male","Master",82940,"Married","Star",2719.51,"Standard",2014,6,0,0
940796,"Canada","British Columbia","Vancouver","V6E 3D9","Male","Master",82940,"Married","Star",2719.51,"Standard",2012,8,0,0
236003,"Canada","Ontario","Trenton","K8V 4B2","Female","Bachelor",61912,"Single","Star",2719.85,"Standard",2015,1,0,0
584458,"Canada","British Columbia","Vancouver","V6E 3D9","Female","Bachelor",61912,"Single","Star",2719.85,"Standard",2012,8,0,0
227804,"Canada","British Columbia","Vancouver","V6E 3Z3","Male","Bachelor",103413,"Married","Star",2721.59,"Standard",2017,5,0,0
458072,"Canada","Saskatchewan","Regina","S6J 3G0","Female","Bachelor",63575,"Married","Star",2721.59,"Standard",2015,4,0,0
832810,"Canada","Nova Scotia","Halifax","B3J 9S2","Male","Bachelor",63575,"Married","Star",2721.59,"Standard",2018,12,0,0
949974,"Canada","Ontario","Trenton","K8V 4B2","Male","Bachelor",103413,"Married","Star",2721.59,"Standard",2018,5,0,0
661054,"Canada","Quebec","Montreal","H2T 9K8","Male","High School or Below",66341,"Married","Star",2721.75,"Standard",2012,9,0,0
901987,"Canada","British Columbia","Whistler","V6T 1Y8","Male","High School or Below",66341,"Married","Star",2721.75,"Standard",2013,9,0,0
158680,"Canada","Ontario","Sudbury","M5V 1G5","Male","High School or Below",55043,"Married","Star",2722.21,"Standard",2015,3,12,12
287088,"Canada","Alberta","Edmonton","T9G 1W3","Female","High School or Below",55043,"Married","Star",2722.21,"Standard",2014,5,0,0
331078,"Canada","Ontario","Toronto","M2M 6J7","Female","High School or Below",55043,"Married","Star",2722.21,"Standard",2014,2,0,0
383627,"Canada","British Columbia","Vancouver","V6E 3D9","Female","High School or Below",55043,"Married","Star",2722.21,"Standard",2013,5,0,0
411690,"Canada","Ontario","Toronto","P2T 6G3","Female","High School or Below",55043,"Married","Star",2722.21,"Standard",2015,2,0,0
503025,"Canada","New Brunswick","Fredericton","E3B 2H2","Female","High School or Below",55043,"Married","Star",2722.21,"Standard",2018,11,0,0
517940,"Canada","Ontario","Toronto","M2M 7K8","Female","High School or Below",55043,"Married","Star",2722.21,"Standard",2018,8,0,0
679607,"Canada","Ontario","Toronto","P1W 1K4","Male","High School or Below",55043,"Married","Star",2722.21,"Standard",2014,7,0,0
854902,"Canada","Alberta","Calgary","T3E 2V9","Female","High School or Below",55043,"Married","Star",2722.21,"Standard",2015,10,0,0
981664,"Canada","British Columbia","Vancouver","V5R 1W3","Female","High School or Below",55043,"Married","Star",2722.21,"Standard",2015,5,0,0
992631,"Canada","Quebec","Montreal","H4G 3T4","Male","High School or Below",55043,"Married","Star",2722.21,"Standard",2015,4,12,12
255509,"Canada","British Columbia","Vancouver","V6E 3D9","Male","Bachelor",74802,"Divorced","Star",2722.41,"Standard",2017,1,0,0
641103,"Canada","Ontario","Trenton","K8V 4B2","Male","Bachelor",74802,"Divorced","Star",2722.41,"Standard",2016,8,11,11
670210,"Canada","Quebec","Montreal","H2Y 2W2","Male","Doctor",184518,"Married","Star",2722.99,"Standard",2013,2,0,0
938324,"Canada","British Columbia","Whistler","V6T 1Y8","Male","Doctor",184518,"Married","Star",2722.99,"Standard",2014,10,0,0
194758,"Canada","Quebec","Montreal","H2T 9K8","Female","Bachelor",91621,"Married","Star",2725.19,"Standard",2017,4,0,0
973111,"Canada","British Columbia","Whistler","V6T 1Y8","Female","Bachelor",91621,"Married","Star",2725.19,"Standard",2013,5,0,0
124085,"Canada","Nova Scotia","Halifax","B3C 2M8","Male","Bachelor",64854,"Married","Star",2725.32,"Standard",2017,7,9,9
933968,"Canada","Quebec","Quebec City","G1B 3L5","Male","Bachelor",64854,"Married","Star",2725.32,"Standard",2016,2,0,0
175814,"Canada","Ontario","Toronto","M2M 7K8","Male","Bachelor",58725,"Married","Star",2725.36,"Standard",2012,6,0,0
180832,"Canada","Quebec","Montreal","H2Y 2W2","Male","Bachelor",58725,"Married","Star",2725.36,"Standard",2017,2,10,10
334329,"Canada","Alberta","Edmonton","T9G 1W3","Female","Bachelor",58725,"Married","Star",2725.36,"Standard",2015,1,0,0
139974,"Canada","British Columbia","West Vancouver","V6V 8Z3","Male","Bachelor",63809,"Married","Aurora",8738.4,"Standard",2018,11,0,0
568205,"Canada","British Columbia","Vancouver","V5R 1W3","Female","Bachelor",39943,"Married","Nova",5719.79,"2018 Promotion",2018,3,0,0
942703,"Canada","Quebec","Montreal","H2Y 2W2","Male","Bachelor",59145,"Divorced","Aurora",8742.47,"Standard",2016,7,0,0
655016,"Canada","Ontario","Toronto","M8Y 4K8","Female","Bachelor",104728,"Divorced","Aurora",8743.85,"Standard",2014,12,6,6
129071,"Canada","Ontario","Kingston","M9K 2P4","Male","Bachelor",57295,"Single","Aurora",8750.22,"Standard",2013,6,2,2
252531,"Canada","New Brunswick","Moncton","E1A 2A7","Male","Bachelor",50790,"Married","Aurora",8750.71,"Standard",2014,4,10,10
688168,"Canada","Ontario","Ottawa","K1F 2R2","Female","Bachelor",49477,"Married","Aurora",8754.16,"Standard",2013,6,0,0
530051,"Canada","Quebec","Quebec City","G1B 3L5","Male","Bachelor",65189,"Single","Aurora",8767.63,"Standard",2016,7,0,0
288735,"Canada","Quebec","Hull","J8Y 3Z5","Female","Bachelor",52659,"Married","Aurora",8776.36,"Standard",2016,6,0,0
529579,"Canada","British Columbia","Vancouver","V6E 3Z3","Male","Bachelor",52659,"Married","Aurora",8776.36,"Standard",2018,6,0,0
891179,"Canada","Newfoundland","St. John's","A1C 6H9","Female","Bachelor",71952,"Married","Aurora",8779.09,"Standard",2014,10,0,0
414305,"Canada","Ontario","Toronto","P5S 6R4","Male","Bachelor",58725,"Married","Star",2725.36,"Standard",2016,12,0,0
650870,"Canada","British Columbia","Vancouver","V6E 3D9","Male","Bachelor",58725,"Married","Star",2725.36,"Standard",2013,12,0,0
677695,"Canada","Saskatchewan","Regina","S6J 3G0","Female","Bachelor",58725,"Married","Star",2725.36,"Standard",2013,12,0,0
733324,"Canada","Alberta","Calgary","T3E 2V9","Female","Bachelor",58725,"Married","Star",2725.36,"Standard",2016,3,0,0
764305,"Canada","Ontario","Toronto","M2M 6J7","Male","Bachelor",58725,"Married","Star",2725.36,"Standard",2016,10,0,0
774326,"Canada","Ontario","Toronto","M2M 7K8","Female","Bachelor",58725,"Married","Star",2725.36,"Standard",2015,10,0,0
853003,"Canada","British Columbia","Whistler","V6T 1Y8","Male","Bachelor",58725,"Married","Star",2725.36,"Standard",2018,11,0,0
857942,"Canada","Ontario","Kingston","M9K 2P4","Male","Bachelor",58725,"Married","Star",2725.36,"Standard",2015,6,0,0
496831,"Canada","Ontario","Ottawa","K1F 2R2","Female","Bachelor",87818,"Married","Star",7294.58,"2018 Promotion",2018,4,0,0
102464,"Canada","Quebec","Montreal","H2T 9K8","Male","Bachelor",60563,"Married","Star",2725.68,"Standard",2016,7,0,0
392558,"Canada","British Columbia","Whistler","V6T 1Y8","Male","Bachelor",60563,"Married","Star",2725.68,"Standard",2016,4,7,7
122094,"Canada","British Columbia","Vancouver","V1E 4R6","Male","Bachelor",67059,"Married","Star",2726.39,"Standard",2014,10,0,0
630920,"Canada","Ontario","Toronto","M1R 4K3","Female","Bachelor",48081,"Married","Star",7380.98,"2018 Promotion",2018,2,0,0
673054,"Canada","Manitoba","Winnipeg","R3R 3T4","Female","Bachelor",54872,"Divorced","Star",2726.8,"Standard",2014,8,0,0
876765,"Canada","Quebec","Montreal","H2Y 4R4","Female","Bachelor",54872,"Divorced","Star",2726.8,"Standard",2018,10,0,0
235885,"Canada","Quebec","Tremblant","H5Y 2S9","Female","Bachelor",53337,"Married","Star",2727.08,"Standard",2014,12,0,0
184045,"Canada","Ontario","Toronto","M1R 4K3","Male","Bachelor",70473,"Married","Star",7649.28,"2018 Promotion",2018,2,0,0
307619,"Canada","Ontario","Toronto","P2T 6G3","Male","Bachelor",86489,"Married","Star",2727.52,"Standard",2018,7,0,0
844749,"Canada","British Columbia","Vancouver","V6E 3D9","Male","Bachelor",86489,"Married","Star",2727.52,"Standard",2012,5,0,0
292096,"Canada","British Columbia","Victoria","V10 6T5","Male","Bachelor",86501,"Married","Star",2727.68,"Standard",2016,4,0,0
518064,"Canada","Quebec","Hull","J8Y 3Z5","Female","Bachelor",86501,"Married","Star",2727.68,"Standard",2016,3,0,0
565991,"Canada","Ontario","Toronto","P5S 6R4","Female","Bachelor",64122,"Single","Star",2728.04,"Standard",2018,1,0,0
854610,"Canada","British Columbia","Vancouver","V6E 3D9","Male","Bachelor",64122,"Single","Star",2728.04,"Standard",2014,9,0,0
419758,"Canada","Quebec","Montreal","H4G 3T4","Female","Bachelor",61554,"Divorced","Star",2728.84,"Standard",2014,9,0,0
738567,"Canada","New Brunswick","Fredericton","E3B 2H2","Male","Bachelor",61554,"Divorced","Star",2728.84,"Standard",2018,10,0,0
302129,"Canada","Ontario","Toronto","P1L 8X8","Female","Bachelor",80861,"Married","Star",2729.13,"Standard",2014,7,7,7
824216,"Canada","British Columbia","Vancouver","V5R 1W3","Female","Bachelor",80861,"Married","Star",2729.13,"Standard",2018,6,0,0
168316,"Canada","Alberta","Edmonton","T3G 6Y6","Female","Bachelor",65666,"Married","Star",2730.2,"Standard",2015,8,0,0
368713,"Canada","Ontario","Toronto","M2M 7K8","Male","Bachelor",65666,"Married","Star",2730.2,"Standard",2018,11,0,0
652852,"Canada","Alberta","Edmonton","T3G 6Y6","Male","Bachelor",58409,"Married","Star",2730.31,"Standard",2018,5,0,0
866701,"Canada","Ontario","Toronto","M2M 7K8","Female","Bachelor",58409,"Married","Star",2730.31,"Standard",2016,9,0,0
517559,"Canada","British Columbia","Vancouver","V6E 3D9","Female","Bachelor",78300,"Married","Star",2730.35,"Standard",2016,1,0,0
648924,"Canada","Ontario","Trenton","K8V 4B2","Male","Bachelor",78300,"Married","Star",2730.35,"Standard",2017,7,0,0
633861,"Canada","New Brunswick","Fredericton","E3B 2H2","Female","Bachelor",50176,"Married","Star",2730.97,"Standard",2013,1,0,0
882353,"Canada","Ontario","Toronto","M8Y 4K8","Male","Doctor",135464,"Married","Aurora",8783.17,"Standard",2014,11,0,0
899883,"Canada","Ontario","Ottawa","K1F 2R2","Male","Bachelor",98621,"Married","Aurora",8788.53,"Standard",2017,12,8,8
597981,"Canada","Ontario","Toronto","M8Y 4K8","Female","Bachelor",48626,"Married","Aurora",8789.88,"Standard",2016,11,0,0
391927,"Canada","British Columbia","Vancouver","V5R 1W3","Female","Bachelor",71490,"Single","Aurora",8791.44,"Standard",2016,5,0,0
454022,"Canada","Ontario","Toronto","P1W 1K4","Male","Bachelor",71490,"Single","Aurora",8791.44,"Standard",2016,4,0,0
784608,"Canada","British Columbia","Vancouver","V6E 3Z3","Female","Bachelor",85249,"Married","Aurora",8793.52,"Standard",2013,7,0,0
357138,"Canada","Ontario","Toronto","P2T 6G3","Male","Bachelor",91018,"Married","Aurora",8797.83,"Standard",2013,3,0,0
538770,"Canada","British Columbia","Vancouver","V6E 3D9","Male","Bachelor",91018,"Married","Aurora",8797.83,"Standard",2015,3,0,0
670215,"Canada","Ontario","Trenton","K8V 4B2","Male","Bachelor",49871,"Married","Aurora",8798.31,"Standard",2014,12,0,0
794502,"Canada","Alberta","Banff","T4V 1D4","Female","Bachelor",88271,"Married","Aurora",8798.8,"Standard",2014,4,0,0
327098,"Canada","British Columbia","Vancouver","V5R 1W3","Female","Bachelor",67755,"Married","Aurora",8804.54,"Standard",2016,4,0,0
963757,"Canada","Ontario","Ottawa","K1G 4Z0","Female","Bachelor",104968,"Married","Aurora",8819.02,"Standard",2014,5,0,0
640163,"Canada","Quebec","Montreal","H2Y 2W2","Male","Bachelor",87330,"Married","Aurora",8823.85,"Standard",2018,9,0,0
398819,"Canada","British Columbia","West Vancouver","V6V 8Z3","Male","Bachelor",51166,"Married","Aurora",8826.61,"Standard",2016,4,0,0
677174,"Canada","Quebec","Montreal","H4G 3T4","Female","Bachelor",50176,"Married","Star",2730.97,"Standard",2012,6,0,0
680379,"Canada","Quebec","Quebec City","G1B 3L5","Female","Bachelor",63654,"Married","Star",2731.4,"Standard",2014,7,0,0
750974,"Canada","Newfoundland","St. John's","A1C 6H9","Male","Bachelor",63654,"Married","Star",2731.4,"Standard",2016,10,0,0
136065,"Canada","British Columbia","Vancouver","V5R 1W3","Male","Bachelor",83015,"Married","Star",2731.52,"Standard",2012,7,0,0
663422,"Canada","Ontario","Toronto","P1L 8X8","Female","Bachelor",83015,"Married","Star",2731.52,"Standard",2017,6,10,10
